date,time,well,sample,pot,leaf,population,pop.geno,elevation,rep,meas.week,treatment,treatment.levels,tmax,t50,tcrit,tcrit_se,max.tleaf,tsm
7/17/23,11:00,D1,49.1,49,1,CCR-COL,CCR152,72,13,1,predrought,predrought,51.3,49.28,47.92,0.07,44.62,3.3
7/17/23,11:00,D2,49.2,49,2,CCR-COL,CCR152,72,13,1,predrought,predrought,52.54,50.3,49.44,0.07,44.62,4.82
7/17/23,11:00,D3,49.3,49,3,CCR-COL,CCR152,72,13,1,predrought,predrought,51.54,49.53,48.44,0.09,44.62,3.82
7/17/23,11:00,D4,59.1,59,1,CCR-COL,CCR155,72,2,1,predrought,predrought,54.86,51.54,49.62,0.06,44.62,5
7/17/23,11:00,D5,59.2,59,2,CCR-COL,CCR155,72,2,1,predrought,predrought,56.11,52.05,50.23,0.06,44.62,5.61
7/17/23,11:00,D6,59.3,59,3,CCR-COL,CCR155,72,2,1,predrought,predrought,54.35,51.06,49.48,0.05,44.62,4.86
7/17/23,11:00,E4,63.1,63,1,CCR-COL,CCR5,72,5,1,predrought,predrought,52.54,50.81,49.85,0.05,44.62,5.23
7/17/23,11:00,E5,63.2,63,2,CCR-COL,CCR5,72,5,1,predrought,predrought,53.58,51.3,50.43,0.05,44.62,5.81
7/17/23,11:00,E6,63.3,63,3,CCR-COL,CCR5,72,5,1,predrought,predrought,53.33,51.06,50.44,0.04,44.62,5.82
7/17/23,14:00,F4,43.1,43,1,CCR-COL,CCR156,72,4,1,predrought,predrought,52.34,50.57,49.17,0.06,44.62,4.55
7/17/23,14:00,F5,43.2,43,2,CCR-COL,CCR156,72,4,1,predrought,predrought,53.11,50.82,49.46,0.07,44.62,4.84
7/17/23,14:00,F6,43.3,43,3,CCR-COL,CCR156,72,4,1,predrought,predrought,52.09,49.56,48.12,0.04,44.62,3.5
7/17/23,14:00,G1,46.1,46,1,CCR-COL,CCR149,72,3,1,predrought,predrought,52.59,50.31,48.88,0.08,44.62,4.26
7/17/23,14:00,G2,46.2,46,2,CCR-COL,CCR149,72,3,1,predrought,predrought,52.34,50.05,48.19,0.09,44.62,3.57
7/17/23,14:00,G3,46.3,46,3,CCR-COL,CCR149,72,3,1,predrought,predrought,52.85,50.31,48.91,0.06,44.62,4.29
7/18/23,8:00,D4,45.1,45,1,CCR-COL,CCR156,72,1,1,predrought,predrought,52.07,50.04,48.82,0.06,44.62,4.2
7/18/23,8:00,D5,45.2,45,2,CCR-COL,CCR156,72,1,1,predrought,predrought,52.07,50.04,48.62,0.06,44.62,4
7/18/23,8:00,D6,45.3,45,3,CCR-COL,CCR156,72,1,1,predrought,predrought,52.07,49.03,45.61,0.21,44.62,0.99
7/18/23,8:00,E1,47.1,47,1,CCR-COL,CCR149,72,4,1,predrought,predrought,52.57,49.53,48.2,0.05,44.62,3.58
7/18/23,8:00,E2,47.2,47,2,CCR-COL,CCR149,72,4,1,predrought,predrought,52.07,49.28,48.19,0.05,44.62,3.57
7/18/23,8:00,E3,47.3,47,3,CCR-COL,CCR149,72,4,1,predrought,predrought,54.33,51.06,49.12,0.07,44.62,4.5
7/18/23,8:00,F1,58.1,58,1,CCR-COL,CCR155,72,1,1,predrought,predrought,52.07,50.04,48.39,0.06,44.62,3.77
7/18/23,8:00,F2,58.2,58,2,CCR-COL,CCR155,72,1,1,predrought,predrought,50.81,47.49,46.83,0.06,44.62,2.21
7/18/23,8:00,F3,58.3,58,3,CCR-COL,CCR155,72,1,1,predrought,predrought,53.33,51.06,49.16,0.05,44.62,4.54
7/18/23,8:00,G1,60.1,60,1,CCR-COL,CCR155,72,3,1,predrought,predrought,54.86,51.55,50.15,0.06,44.62,5.53
7/18/23,8:00,G2,60.2,60,2,CCR-COL,CCR155,72,3,1,predrought,predrought,53.08,50.81,48.89,0.06,44.62,4.27
7/18/23,8:00,G3,60.3,60,3,CCR-COL,CCR155,72,3,1,predrought,predrought,53.82,50.81,49,0.05,44.62,4.38
7/18/23,8:00,H4,85.1,85,1,CCR-COL,CCR5,72,3,1,predrought,predrought,54.08,49.28,43.73,0.3,44.62,-0.89
7/18/23,8:00,H5,85.2,85,2,CCR-COL,CCR5,72,3,1,predrought,predrought,54.08,50.55,49.18,0.05,44.62,4.56
7/18/23,8:00,H6,85.3,85,3,CCR-COL,CCR5,72,3,1,predrought,predrought,53.08,50.55,48.98,0.04,44.62,4.36
7/18/23,10:00,C1,48.1,48,1,CCR-COL,CCR149,72,5,1,predrought,predrought,52.83,49.03,47.84,0.05,44.62,3.22
7/18/23,10:00,C2,48.2,48,2,CCR-COL,CCR149,72,5,1,predrought,predrought,53.86,49.54,47.16,0.14,44.62,2.54
7/18/23,10:00,C3,48.3,48,3,CCR-COL,CCR149,72,5,1,predrought,predrought,55.38,51.06,49.68,0.05,44.62,5.06
7/18/23,10:00,C4,50.1,50,1,CCR-COL,CCR152,72,14,1,predrought,predrought,52.58,50.3,48.94,0.05,44.62,4.32
7/18/23,10:00,C5,50.2,50,2,CCR-COL,CCR152,72,14,1,predrought,predrought,52.83,49.79,48.17,0.04,44.62,3.55
7/18/23,10:00,C6,50.3,50,3,CCR-COL,CCR152,72,14,1,predrought,predrought,54.37,50.81,48.87,0.04,44.62,4.25
7/18/23,10:00,E4,61.1,61,1,CCR-COL,CCR5,72,2,1,predrought,predrought,54.11,51.31,49.44,0.1,44.62,4.82
7/18/23,10:00,E5,61.2,61,2,CCR-COL,CCR5,72,2,1,predrought,predrought,53.09,49.79,45.03,0.19,44.62,0.41
7/18/23,10:00,E6,61.3,61,3,CCR-COL,CCR5,72,2,1,predrought,predrought,53.61,51.56,49.73,0.12,44.62,5.11
7/18/23,12:00,D4,44.1,44,1,CCR-COL,CCR156,72,3,1,predrought,predrought,52.83,49.54,47.67,0.06,44.62,3.05
7/18/23,12:00,D5,44.2,44,2,CCR-COL,CCR156,72,3,1,predrought,predrought,53.33,50.04,48.11,0.05,44.62,3.49
7/18/23,12:00,D6,44.3,44,3,CCR-COL,CCR156,72,3,1,predrought,predrought,52.83,49.54,47.66,0.08,44.62,3.04
7/18/23,12:00,E4,51.1,51,1,CCR-COL,CCR152,72,15,1,predrought,predrought,54.35,50.81,49.07,0.06,44.62,4.45
7/18/23,12:00,E5,51.2,51,2,CCR-COL,CCR152,72,15,1,predrought,predrought,54.1,50.04,48.31,0.06,44.62,3.69
7/18/23,12:00,E6,51.3,51,3,CCR-COL,CCR152,72,15,1,predrought,predrought,54.35,50.29,48.65,0.06,44.62,4.03
8/28/23,18:00,A1,48.1,48,1,CCR-COL,CCR149,72,5,5,drought,drought.3,52.83,50.54,48.08,0.1,49.31,-1.23
8/28/23,18:00,A2,48.2,48,2,CCR-COL,CCR149,72,5,5,drought,drought.3,52.57,49.78,46.41,0.1,49.31,-2.9
8/28/23,18:00,A6,61.1,61,1,CCR-COL,CCR5,72,2,5,drought,drought.3,53.61,50.28,47.95,0.08,49.31,-1.36
8/28/23,18:00,B1,61.2,61,2,CCR-COL,CCR5,72,2,5,drought,drought.3,52.57,50.54,48.69,0.1,49.31,-0.62
8/28/23,18:00,B2,61.3,61,3,CCR-COL,CCR5,72,2,5,drought,drought.3,53.09,51.05,49.65,0.06,49.31,0.34
8/28/23,18:00,D1,50.1,50,1,CCR-COL,CCR152,72,14,5,drought,drought.3,52.83,50.79,47.97,0.1,49.31,-1.34
8/28/23,18:00,D2,50.2,50,2,CCR-COL,CCR152,72,14,5,drought,drought.3,51.81,49.28,47.4,0.07,49.31,-1.91
8/28/23,18:00,D3,50.3,50,3,CCR-COL,CCR152,72,14,5,drought,drought.3,50.54,48.27,46.62,0.06,49.31,-2.69
8/28/23,18:00,G6,60.1,60,1,CCR-COL,CCR155,72,3,5,drought,drought.3,53.35,50.28,48.89,0.07,49.31,-0.42
8/28/23,18:00,H3,85.1,85,1,CCR-COL,CCR5,72,3,5,drought,drought.3,52.32,49.78,46.96,0.15,49.31,-2.35
8/28/23,18:00,H4,58.1,58,1,CCR-COL,CCR155,72,1,5,drought,drought.3,52.83,50.54,48.41,0.15,49.31,-0.9
8/28/23,18:00,H5,58.2,58,2,CCR-COL,CCR155,72,1,5,drought,drought.3,52.07,50.03,48.2,0.06,49.31,-1.11
8/28/23,18:00,H6,58.3,58,3,CCR-COL,CCR155,72,1,5,drought,drought.3,52.32,50.03,48.18,0.05,49.31,-1.13
8/29/23,9:45,A1,49.1,49,1,CCR-COL,CCR152,72,13,5,drought,drought.3,53.97,52.4,51.69,0.05,49.31,2.38
8/29/23,9:45,A2,49.2,49,2,CCR-COL,CCR152,72,13,5,drought,drought.3,52.91,51.35,49.43,0.1,49.31,0.12
8/29/23,9:45,A3,49.3,49,3,CCR-COL,CCR152,72,13,5,drought,drought.3,53.97,50.58,48.65,0.1,49.31,-0.66
8/29/23,9:45,D4,63.1,63,1,CCR-COL,CCR5,72,5,5,drought,drought.3,53.43,51.6,49.67,0.11,49.31,0.36
8/29/23,9:45,D5,63.2,63,2,CCR-COL,CCR5,72,5,5,drought,drought.3,53.43,50.58,48.65,0.09,49.31,-0.66
8/29/23,9:45,D6,63.3,63,3,CCR-COL,CCR5,72,5,5,drought,drought.3,53.17,50.58,48.63,0.11,49.31,-0.68
8/29/23,9:45,E1,59.1,59,1,CCR-COL,CCR155,72,2,5,drought,drought.3,52.91,50.85,46.7,0.18,49.31,-2.61
8/29/23,9:45,E2,59.2,59,2,CCR-COL,CCR155,72,2,5,drought,drought.3,53.43,51.6,49.98,0.07,49.31,0.67
8/29/23,9:45,E3,43.1,43,1,CCR-COL,CCR156,72,4,5,drought,drought.3,52.91,50.85,48.39,0.11,49.31,-0.92
8/29/23,9:45,E4,43.2,43,2,CCR-COL,CCR156,72,4,5,drought,drought.3,53.17,50.85,48.38,0.1,49.31,-0.93
8/29/23,9:45,E5,43.3,43,3,CCR-COL,CCR156,72,4,5,drought,drought.3,53.17,50.06,47.42,0.07,49.31,-1.89
8/29/23,9:45,H2,45.1,45,1,CCR-COL,CCR156,72,1,5,drought,drought.3,52.91,50.58,48.17,0.08,49.31,-1.14
8/29/23,9:45,H3,45.2,45,2,CCR-COL,CCR156,72,1,5,drought,drought.3,52.4,50.32,48.12,0.08,49.31,-1.19
8/29/23,11:30,A5,46.1,46,1,CCR-COL,CCR149,72,3,5,drought,drought.3,53.15,51.36,49.2,0.1,49.31,-0.11
8/29/23,11:30,A6,46.2,46,2,CCR-COL,CCR149,72,3,5,drought,drought.3,53.68,51.62,50.02,0.08,49.31,0.71
8/29/23,11:30,B4,47.1,47,1,CCR-COL,CCR149,72,4,5,drought,drought.3,53.95,51.62,50,0.08,49.31,0.69
8/29/23,11:30,B5,47.2,47,2,CCR-COL,CCR149,72,4,5,drought,drought.3,53.95,51.62,49.66,0.09,49.31,0.35
8/29/23,11:30,B6,47.3,47,3,CCR-COL,CCR149,72,4,5,drought,drought.3,54.71,51.87,49.16,0.15,49.31,-0.15
8/30/23,10:00,C4,44.1,44,1,CCR-COL,CCR156,72,3,5,drought,drought.3,53.82,50.96,46.73,0.11,49.31,-2.58
8/30/23,10:00,C5,44.2,44,2,CCR-COL,CCR156,72,3,5,drought,drought.3,53.28,51.22,48.76,0.09,49.31,-0.55
8/30/23,10:00,C6,44.3,44,3,CCR-COL,CCR156,72,3,5,drought,drought.3,54.57,51.22,49.1,0.08,49.31,-0.21
8/30/23,10:00,D1,51.1,51,1,CCR-COL,CCR152,72,15,5,drought,drought.3,58.38,50.96,49.28,0.09,49.31,-0.03
8/30/23,10:00,D2,51.2,51,2,CCR-COL,CCR152,72,15,5,drought,drought.3,54.84,51.47,49.89,0.07,49.31,0.58
8/30/23,10:00,D3,51.3,51,3,CCR-COL,CCR152,72,15,5,drought,drought.3,53.02,50.43,48.25,0.08,49.31,-1.06
9/21/23,12:30,A1,49.1,49,1,CCR-COL,CCR152,72,13,7,postdrought,postdrought,54.01,49.1,47.44,0.07,38.23,9.21
9/21/23,12:30,A2,49.2,49,2,CCR-COL,CCR152,72,13,7,postdrought,postdrought,53.48,48.06,46.45,0.06,38.23,8.22
9/21/23,12:30,A3,49.3,49,3,CCR-COL,CCR152,72,13,7,postdrought,postdrought,51.42,47.53,46.19,0.04,38.23,7.96
9/21/23,12:30,G1,51.1,51,1,CCR-COL,CCR152,72,15,7,postdrought,postdrought,50.14,47.53,46.15,0.08,38.23,7.92
9/21/23,12:30,G2,51.2,51,2,CCR-COL,CCR152,72,15,7,postdrought,postdrought,51.67,49.1,47.14,0.05,38.23,8.91
9/21/23,12:30,G3,51.3,51,3,CCR-COL,CCR152,72,15,7,postdrought,postdrought,49.63,47.27,45.65,0.04,38.23,7.42
9/21/23,12:30,G4,44.1,44,1,CCR-COL,CCR156,72,3,7,postdrought,postdrought,51.93,49.88,48.99,0.03,38.23,10.76
9/21/23,12:30,G5,44.2,44,2,CCR-COL,CCR156,72,3,7,postdrought,postdrought,51.67,48.84,47.61,0.04,38.23,9.38
9/21/23,12:30,G6,44.3,44,3,CCR-COL,CCR156,72,3,7,postdrought,postdrought,52.71,50.14,48.95,0.07,38.23,10.72
9/22/23,10:45,A4,43.1,43,1,CCR-COL,CCR156,72,4,7,postdrought,postdrought,54.21,50.08,47.86,0.13,38.23,9.63
9/22/23,10:45,A5,43.2,43,2,CCR-COL,CCR156,72,4,7,postdrought,postdrought,52.91,50.88,49.31,0.07,38.23,11.08
9/22/23,10:45,A6,43.3,43,3,CCR-COL,CCR156,72,4,7,postdrought,postdrought,52.15,50.08,48.9,0.1,38.23,10.67
9/22/23,10:45,C4,59.1,59,1,CCR-COL,CCR155,72,2,7,postdrought,postdrought,53.42,50.08,47.88,0.06,38.23,9.65
9/22/23,10:45,C5,59.2,59,2,CCR-COL,CCR155,72,2,7,postdrought,postdrought,51.89,49.57,47.58,0.06,38.23,9.35
9/22/23,10:45,C6,59.3,59,3,CCR-COL,CCR155,72,2,7,postdrought,postdrought,54.47,50.88,48.47,0.06,38.23,10.24
9/22/23,10:45,D4,48.1,48,1,CCR-COL,CCR149,72,5,7,postdrought,postdrought,50.88,48.28,46.71,0.05,38.23,8.48
9/22/23,10:45,D5,48.2,48,2,CCR-COL,CCR149,72,5,7,postdrought,postdrought,50.88,48.28,46.69,0.05,38.23,8.46
9/22/23,10:45,D6,48.3,48,3,CCR-COL,CCR149,72,5,7,postdrought,postdrought,51.89,49.32,46.84,0.09,38.23,8.61
9/22/23,10:45,E4,61.1,61,1,CCR-COL,CCR5,72,2,7,postdrought,postdrought,51.63,48.8,47.32,0.05,38.23,9.09
9/22/23,10:45,E5,61.2,61,2,CCR-COL,CCR5,72,2,7,postdrought,postdrought,53.69,48.28,46.85,0.05,38.23,8.62
9/22/23,10:45,E6,61.3,61,3,CCR-COL,CCR5,72,2,7,postdrought,postdrought,52.91,47.76,46.67,0.06,38.23,8.44
9/22/23,10:45,G1,46.1,46,1,CCR-COL,CCR149,72,3,7,postdrought,postdrought,52.15,48.8,46.89,0.06,38.23,8.66
9/22/23,10:45,G2,46.2,46,2,CCR-COL,CCR149,72,3,7,postdrought,postdrought,55.99,49.57,48.36,0.04,38.23,10.13
9/22/23,10:45,G3,46.3,46,3,CCR-COL,CCR149,72,3,7,postdrought,postdrought,54.98,49.83,47.66,0.07,38.23,9.43
9/22/23,12:40,A1,60.1,60,1,CCR-COL,CCR155,72,3,7,postdrought,postdrought,54.23,51.12,48.51,0.08,38.23,10.28
9/22/23,12:40,A2,60.2,60,2,CCR-COL,CCR155,72,3,7,postdrought,postdrought,54.74,50.61,48.64,0.05,38.23,10.41
9/22/23,12:40,A3,60.3,60,3,CCR-COL,CCR155,72,3,7,postdrought,postdrought,54.99,50.87,49.16,0.06,38.23,10.93
9/22/23,12:40,B1,63.1,63,1,CCR-COL,CCR5,72,5,7,postdrought,postdrought,52.4,48.54,46.34,0.05,38.23,8.11
9/22/23,12:40,B2,63.2,63,2,CCR-COL,CCR5,72,5,7,postdrought,postdrought,53.72,50.1,48.39,0.05,38.23,10.16
9/22/23,12:40,B3,63.3,63,3,CCR-COL,CCR5,72,5,7,postdrought,postdrought,53.46,50.1,48.17,0.06,38.23,9.94
9/22/23,12:40,D4,45.1,45,1,CCR-COL,CCR156,72,1,7,postdrought,postdrought,52.15,49.06,47.37,0.05,38.23,9.14
9/22/23,12:40,D5,45.2,45,2,CCR-COL,CCR156,72,1,7,postdrought,postdrought,53.46,50.1,47.69,0.08,38.23,9.46
9/22/23,12:40,D6,45.3,45,3,CCR-COL,CCR156,72,1,7,postdrought,postdrought,53.72,50.61,48.93,0.06,38.23,10.7
9/22/23,14:55,A4,58.1,58,1,CCR-COL,CCR155,72,1,7,postdrought,postdrought,50.36,47.76,46.69,0.04,38.23,8.46
9/22/23,14:55,A5,58.2,58,2,CCR-COL,CCR155,72,1,7,postdrought,postdrought,52.42,49.06,47.43,0.07,38.23,9.2
9/22/23,14:55,A6,58.3,58,3,CCR-COL,CCR155,72,1,7,postdrought,postdrought,53.45,49.32,47.84,0.07,38.23,9.61
9/22/23,14:55,C1,50.1,50,1,CCR-COL,CCR152,72,14,7,postdrought,postdrought,52.42,48.02,46.67,0.04,38.23,8.44
9/22/23,14:55,C2,50.2,50,2,CCR-COL,CCR152,72,14,7,postdrought,postdrought,51.14,47,46.41,0.04,38.23,8.18
9/22/23,14:55,C4,54.1,54,1,CCR-COL,CCR154,72,4,7,postdrought,postdrought,51.64,47.76,46.16,0.06,38.23,7.93
9/22/23,14:55,C5,54.2,54,2,CCR-COL,CCR154,72,4,7,postdrought,postdrought,52.68,48.28,46.88,0.06,38.23,8.65
9/22/23,14:55,C6,54.3,54,3,CCR-COL,CCR154,72,4,7,postdrought,postdrought,51.39,47.76,46.12,0.09,38.23,7.89
9/22/23,14:55,E1,85.1,85,1,CCR-COL,CCR5,72,3,7,postdrought,postdrought,53.71,50.89,49.53,0.04,38.23,11.3
9/22/23,14:55,E2,85.2,85,2,CCR-COL,CCR5,72,3,7,postdrought,postdrought,52.42,48.8,47.63,0.04,38.23,9.4
9/22/23,14:55,F4,47.1,47,1,CCR-COL,CCR149,72,4,7,postdrought,postdrought,52.42,49.32,47.37,0.08,38.23,9.14
9/22/23,14:55,F5,47.2,47,2,CCR-COL,CCR149,72,4,7,postdrought,postdrought,52.93,49.84,48.7,0.05,38.23,10.47
9/22/23,14:55,F6,47.3,47,3,CCR-COL,CCR149,72,4,7,postdrought,postdrought,53.97,50.1,47.93,0.08,38.23,9.7
7/17/23,11:00,E1,62.1,62,1,JLA-JAK,JLA155,1521,1,1,predrought,predrought,53.84,51.3,50.17,0.08,46.33,3.84
7/17/23,11:00,E2,62.2,62,2,JLA-JAK,JLA155,1521,1,1,predrought,predrought,52.05,50.05,49.37,0.07,46.33,3.04
7/17/23,11:00,E3,62.3,62,3,JLA-JAK,JLA155,1521,1,1,predrought,predrought,52.05,50.05,48.7,0.04,46.33,2.37
7/17/23,11:00,F1,64.1,64,1,JLA-JAK,JLA155,1521,4,1,predrought,predrought,53.07,50.55,48.9,0.18,46.33,2.57
7/17/23,11:00,F2,64.2,64,2,JLA-JAK,JLA155,1521,4,1,predrought,predrought,53.84,51.3,49.74,0.09,46.33,3.41
7/17/23,11:00,F3,64.3,64,3,JLA-JAK,JLA155,1521,4,1,predrought,predrought,52.81,50.55,49.96,0.05,46.33,3.63
7/17/23,11:00,F4,71.1,71,1,JLA-JAK,JLA156,1521,6,1,predrought,predrought,52.54,50.3,49.09,0.04,46.33,2.76
7/17/23,11:00,F5,71.2,71,2,JLA-JAK,JLA156,1521,6,1,predrought,predrought,53.33,49.79,48.71,0.07,46.33,2.38
7/17/23,11:00,F6,71.3,71,3,JLA-JAK,JLA156,1521,6,1,predrought,predrought,52.54,50.55,49.23,0.07,46.33,2.9
7/17/23,11:00,G1,72.1,72,1,JLA-JAK,JLA157,1521,17,1,predrought,predrought,53.07,49.28,46.18,0.21,46.33,-0.15
7/17/23,11:00,G2,72.2,72,2,JLA-JAK,JLA157,1521,17,1,predrought,predrought,52.54,48.77,44.12,0.16,46.33,-2.21
7/17/23,11:00,G3,72.3,72,3,JLA-JAK,JLA157,1521,17,1,predrought,predrought,52.29,48.27,44.86,0.22,46.33,-1.47
7/17/23,14:00,H4,90.1,90,1,JLA-JAK,JLA153,1521,6,1,predrought,predrought,53.11,50.57,46.63,0.19,46.33,0.3
7/17/23,14:00,H5,90.2,90,2,JLA-JAK,JLA153,1521,6,1,predrought,predrought,53.35,50.82,48.69,0.12,46.33,2.36
7/17/23,14:00,H6,90.3,90,3,JLA-JAK,JLA153,1521,6,1,predrought,predrought,53.11,51.32,48.44,0.17,46.33,2.11
7/18/23,8:00,G4,68.1,68,1,JLA-JAK,JLA157,1521,16,1,predrought,predrought,55.35,49.03,47.4,0.1,46.33,1.07
7/18/23,8:00,G5,68.2,68,2,JLA-JAK,JLA157,1521,16,1,predrought,predrought,53.08,50.04,47.57,0.11,46.33,1.24
7/18/23,8:00,G6,68.3,68,3,JLA-JAK,JLA157,1521,16,1,predrought,predrought,53.82,50.81,48.89,0.07,46.33,2.56
7/18/23,10:00,F1,67.1,67,1,JLA-JAK,JLA157,1521,8,1,predrought,predrought,53.09,48.26,45.55,0.22,46.33,-0.78
7/18/23,10:00,F2,67.2,67,2,JLA-JAK,JLA157,1521,8,1,predrought,predrought,60.15,49.79,47.93,0.09,46.33,1.6
7/18/23,10:00,F3,67.3,67,3,JLA-JAK,JLA157,1521,8,1,predrought,predrought,52.58,49.29,48.13,0.08,46.33,1.8
7/18/23,10:00,F4,69.1,69,1,JLA-JAK,JLA153,1521,4,1,predrought,predrought,51.82,48.77,46.93,0.1,46.33,0.6
7/18/23,10:00,F5,69.2,69,2,JLA-JAK,JLA153,1521,4,1,predrought,predrought,60.15,51.31,49.26,0.11,46.33,2.93
7/18/23,10:00,F6,69.3,69,3,JLA-JAK,JLA153,1521,4,1,predrought,predrought,53.61,50.05,46.62,0.17,46.33,0.29
7/18/23,10:00,G1,73.1,73,1,JLA-JAK,JLA158,1521,3,1,predrought,predrought,51.82,49.54,47.65,0.07,46.33,1.32
7/18/23,10:00,G2,73.2,73,2,JLA-JAK,JLA158,1521,3,1,predrought,predrought,53.09,49.79,48.36,0.07,46.33,2.03
7/18/23,10:00,G3,73.3,73,3,JLA-JAK,JLA158,1521,3,1,predrought,predrought,56.9,50.3,48.91,0.08,46.33,2.58
7/18/23,10:00,G4,74.1,74,1,JLA-JAK,JLA156,1521,14,1,predrought,predrought,55.14,50.56,46.92,0.15,46.33,0.59
7/18/23,10:00,G5,74.2,74,2,JLA-JAK,JLA156,1521,14,1,predrought,predrought,53.35,50.56,48.08,0.11,46.33,1.75
7/18/23,10:00,G6,74.3,74,3,JLA-JAK,JLA156,1521,14,1,predrought,predrought,53.35,50.56,47.85,0.12,46.33,1.52
7/18/23,10:00,H1,76.1,76,1,JLA-JAK,JLA153,1521,3,1,predrought,predrought,52.58,50.05,48.13,0.12,46.33,1.8
7/18/23,10:00,H2,76.2,76,2,JLA-JAK,JLA153,1521,3,1,predrought,predrought,53.09,50.56,47.06,0.08,46.33,0.73
7/18/23,10:00,H3,76.3,76,3,JLA-JAK,JLA153,1521,3,1,predrought,predrought,52.07,49.54,47.73,0.07,46.33,1.4
7/18/23,12:00,G1,66.1,66,1,JLA-JAK,JLA155,1521,12,1,predrought,predrought,53.58,50.29,49.11,0.07,46.33,2.78
7/18/23,12:00,G2,66.2,66,2,JLA-JAK,JLA155,1521,12,1,predrought,predrought,54.61,49.79,48.13,0.05,46.33,1.8
7/18/23,12:00,G3,66.3,66,3,JLA-JAK,JLA155,1521,12,1,predrought,predrought,52.83,49.54,48.18,0.07,46.33,1.85
7/18/23,12:00,G4,70.1,70,1,JLA-JAK,JLA158,1521,20,1,predrought,predrought,53.84,51.31,47.78,0.23,46.33,1.45
7/18/23,12:00,G5,70.2,70,2,JLA-JAK,JLA158,1521,20,1,predrought,predrought,53.58,50.81,48.97,0.12,46.33,2.64
7/18/23,12:00,G6,70.3,70,3,JLA-JAK,JLA158,1521,20,1,predrought,predrought,53.07,50.29,49.1,0.09,46.33,2.77
7/18/23,12:00,H1,75.1,75,1,JLA-JAK,JLA156,1521,15,1,predrought,predrought,60.15,50.55,48.65,0.09,46.33,2.32
7/18/23,12:00,H2,75.2,75,2,JLA-JAK,JLA156,1521,15,1,predrought,predrought,53.33,50.04,47.64,0.11,46.33,1.31
