date,time,well,sample,pot,leaf,population,pop.geno,elevation,rep,meas.week,treatment,treatment.levels,tmax,t50,tcrit,tcrit_se,max.tleaf,tsm
9/21/23,12:30,B4,20.1,20,1,NRV-NEW,NRV123,666,7,7,postdrought,postdrought,49.88,48.06,47.35,0.06,38.99,8.36
9/21/23,12:30,B5,20.2,20,2,NRV-NEW,NRV123,666,7,7,postdrought,postdrought,52.19,48.84,47.43,0.05,38.99,8.44
9/21/23,12:30,B6,20.3,20,3,NRV-NEW,NRV123,666,7,7,postdrought,postdrought,51.42,49.37,48.45,0.07,38.99,9.46
9/21/23,12:30,C4,7.1,7,1,NRV-NEW,NRV105,666,9,7,postdrought,postdrought,50.91,47.8,46.18,0.06,38.99,7.19
9/21/23,12:30,C5,7.2,7,2,NRV-NEW,NRV105,666,9,7,postdrought,postdrought,55.04,50.14,48.49,0.03,38.99,9.5
9/21/23,12:30,C6,7.3,7,3,NRV-NEW,NRV105,666,9,7,postdrought,postdrought,50.39,47.27,45.38,0.07,38.99,6.39
9/21/23,12:30,E4,17.1,17,1,NRV-NEW,NRV122,666,3,7,postdrought,postdrought,51.42,48.58,46.91,0.05,38.99,7.92
9/21/23,12:30,E5,17.2,17,2,NRV-NEW,NRV122,666,3,7,postdrought,postdrought,52.45,49.37,47.45,0.05,38.99,8.46
9/21/23,12:30,E6,17.3,17,3,NRV-NEW,NRV122,666,3,7,postdrought,postdrought,50.91,48.32,46.14,0.06,38.99,7.15
9/21/23,12:30,H4,10.1,10,1,NRV-NEW,NRV118,666,2,7,postdrought,postdrought,51.67,49.37,48.22,0.04,38.99,9.23
9/21/23,12:30,H5,10.2,10,2,NRV-NEW,NRV118,666,2,7,postdrought,postdrought,51.93,49.1,48.19,0.06,38.99,9.2
9/21/23,12:30,H6,10.3,10,3,NRV-NEW,NRV118,666,2,7,postdrought,postdrought,55.04,49.63,48.11,0.04,38.99,9.12
9/22/23,10:45,B4,8.1,8,1,NRV-NEW,NRV105,666,10,7,postdrought,postdrought,52.15,47.24,45.32,0.08,38.99,6.33
9/22/23,10:45,B5,8.2,8,2,NRV-NEW,NRV105,666,10,7,postdrought,postdrought,52.66,48.8,46.62,0.08,38.99,7.63
9/22/23,10:45,B6,8.3,8,3,NRV-NEW,NRV105,666,10,7,postdrought,postdrought,52.41,47.76,45.81,0.1,38.99,6.82
9/22/23,10:45,D1,16.1,16,1,NRV-NEW,NRV122,666,1,7,postdrought,postdrought,52.41,49.83,48.16,0.04,38.99,9.17
9/22/23,10:45,D2,16.2,16,2,NRV-NEW,NRV122,666,1,7,postdrought,postdrought,52.66,50.34,48.36,0.06,38.99,9.37
9/22/23,10:45,D3,16.3,16,3,NRV-NEW,NRV122,666,1,7,postdrought,postdrought,54.21,50.61,48.99,0.05,38.99,10
9/22/23,10:45,G4,12.1,12,1,NRV-NEW,NRV118,666,5,7,postdrought,postdrought,50.61,48.02,45.83,0.06,38.99,6.84
9/22/23,10:45,G5,12.2,12,2,NRV-NEW,NRV118,666,5,7,postdrought,postdrought,52.91,50.34,49.18,0.03,38.99,10.19
9/22/23,10:45,G6,12.3,12,3,NRV-NEW,NRV118,666,5,7,postdrought,postdrought,52.15,49.32,47.34,0.09,38.99,8.35
9/22/23,12:40,D1,2.1,2,1,NRV-NEW,NRV101,666,11,7,postdrought,postdrought,52.4,49.84,47.94,0.06,38.99,8.95
9/22/23,12:40,D2,2.2,2,2,NRV-NEW,NRV101,666,11,7,postdrought,postdrought,51.37,48.8,46.85,0.07,38.99,7.86
9/22/23,12:40,D3,2.3,2,3,NRV-NEW,NRV101,666,11,7,postdrought,postdrought,52.15,49.84,48.16,0.07,38.99,9.17
9/22/23,12:40,E1,3.1,3,1,NRV-NEW,NRV101,666,14,7,postdrought,postdrought,52.4,49.31,47.59,0.05,38.99,8.6
9/22/23,12:40,E2,3.2,3,2,NRV-NEW,NRV101,666,14,7,postdrought,postdrought,52.66,49.31,47.48,0.11,38.99,8.49
9/22/23,12:40,E3,3.3,3,3,NRV-NEW,NRV101,666,14,7,postdrought,postdrought,53.72,49.57,47.59,0.05,38.99,8.6
9/22/23,12:40,E4,18.1,18,1,NRV-NEW,NRV122,666,5,7,postdrought,postdrought,52.4,48.8,47.68,0.04,38.99,8.69
9/22/23,12:40,E5,18.2,18,2,NRV-NEW,NRV122,666,5,7,postdrought,postdrought,52.93,50.61,49.15,0.05,38.99,10.16
9/22/23,12:40,E6,18.3,18,3,NRV-NEW,NRV122,666,5,7,postdrought,postdrought,52.15,49.31,48.15,0.05,38.99,9.16
9/22/23,12:40,F1,22.1,22,1,NRV-NEW,NRV123,666,8,7,postdrought,postdrought,53.46,49.31,47.65,0.05,38.99,8.66
9/22/23,12:40,F2,22.2,22,2,NRV-NEW,NRV123,666,8,7,postdrought,postdrought,51.12,48.54,47.37,0.06,38.99,8.38
9/22/23,12:40,F3,22.3,22,3,NRV-NEW,NRV123,666,8,7,postdrought,postdrought,53.2,49.84,48.43,0.06,38.99,9.44
9/22/23,12:40,G4,1.1,1,1,NRV-NEW,NRV101,666,4,7,postdrought,postdrought,52.4,49.06,47.09,0.1,38.99,8.1
9/22/23,12:40,G5,1.2,1,2,NRV-NEW,NRV101,666,4,7,postdrought,postdrought,52.4,49.84,47.12,0.1,38.99,8.13
9/22/23,12:40,G6,1.3,1,3,NRV-NEW,NRV101,666,4,7,postdrought,postdrought,55.24,49.57,47.6,0.06,38.99,8.61
9/22/23,14:55,B4,11.1,11,1,NRV-NEW,NRV118,666,3,7,postdrought,postdrought,50.36,47.26,46.36,0.06,38.99,7.37
9/22/23,14:55,B5,11.2,11,2,NRV-NEW,NRV118,666,3,7,postdrought,postdrought,54.48,48.55,47.09,0.05,38.99,8.1
9/22/23,14:55,B6,11.3,11,3,NRV-NEW,NRV118,666,3,7,postdrought,postdrought,52.17,48.55,46.69,0.05,38.99,7.7
9/22/23,14:55,G1,9.1,9,1,NRV-NEW,NRV105,666,15,7,postdrought,postdrought,54.48,50.89,48.71,0.06,38.99,9.72
9/22/23,14:55,G2,9.2,9,2,NRV-NEW,NRV105,666,15,7,postdrought,postdrought,52.68,50.62,48.9,0.05,38.99,9.91
9/22/23,14:55,G3,9.3,9,3,NRV-NEW,NRV105,666,15,7,postdrought,postdrought,49.84,47.26,46.04,0.06,38.99,7.05
7/17/23,11:00,C1,38.1,38,1,TSZ-SAN,TSZ8,1212,4,1,predrought,predrought,52.54,50.55,49.21,0.08,46.99,2.22
7/17/23,11:00,C2,38.2,38,2,TSZ-SAN,TSZ8,1212,4,1,predrought,predrought,53.07,50.55,48.69,0.1,46.99,1.7
7/17/23,11:00,C3,38.3,38,3,TSZ-SAN,TSZ8,1212,4,1,predrought,predrought,53.33,50.81,49.74,0.08,46.99,2.75
7/17/23,14:00,E1,29.1,29,1,TSZ-SAN,TSZ3,1212,2,1,predrought,predrought,52.09,49.8,48.58,0.08,46.99,1.59
7/17/23,14:00,E2,29.2,29,2,TSZ-SAN,TSZ3,1212,2,1,predrought,predrought,52.85,50.05,48.92,0.07,46.99,1.93
7/17/23,14:00,E3,29.3,29,3,TSZ-SAN,TSZ3,1212,2,1,predrought,predrought,52.34,49.8,48.38,0.1,46.99,1.39
7/17/23,14:00,F1,32.1,32,1,TSZ-SAN,TSZ4,1212,1,1,predrought,predrought,53.35,51.32,49.88,0.08,46.99,2.89
7/17/23,14:00,F2,32.2,32,2,TSZ-SAN,TSZ4,1212,1,1,predrought,predrought,53.88,51.07,49.66,0.08,46.99,2.67
7/17/23,14:00,F3,32.3,32,3,TSZ-SAN,TSZ4,1212,1,1,predrought,predrought,53.88,50.57,48.62,0.12,46.99,1.63
7/17/23,14:00,H1,83.1,83,1,TSZ-SAN,TSZ7,1212,2,1,predrought,predrought,53.35,50.05,44.82,0.21,46.99,-2.17
7/17/23,14:00,H2,83.2,83,2,TSZ-SAN,TSZ7,1212,2,1,predrought,predrought,53.61,50.57,48.39,0.22,46.99,1.4
7/17/23,14:00,H3,83.3,83,3,TSZ-SAN,TSZ7,1212,2,1,predrought,predrought,54.13,51.32,45.83,0.19,46.99,-1.16
7/18/23,8:00,A4,21.1,21,1,TSZ-SAN,TSZ10,1212,1,1,predrought,predrought,54.08,51.81,49.91,0.1,46.99,2.92
7/18/23,8:00,A5,21.2,21,2,TSZ-SAN,TSZ10,1212,1,1,predrought,predrought,54.6,51.55,49.94,0.08,46.99,2.95
7/18/23,8:00,A6,21.3,21,3,TSZ-SAN,TSZ10,1212,1,1,predrought,predrought,54.33,51.81,49.7,0.08,46.99,2.71
7/18/23,8:00,B4,30.1,30,1,TSZ-SAN,TSZ3,1212,3,1,predrought,predrought,53.08,49.28,47.59,0.09,46.99,0.6
7/18/23,8:00,B5,30.2,30,2,TSZ-SAN,TSZ3,1212,3,1,predrought,predrought,52.57,50.04,48.42,0.1,46.99,1.43
7/18/23,8:00,B6,30.3,30,3,TSZ-SAN,TSZ3,1212,3,1,predrought,predrought,52.82,49.03,46.67,0.07,46.99,-0.32
7/18/23,8:00,C1,34.1,34,1,TSZ-SAN,TSZ4,1212,4,1,predrought,predrought,53.33,50.55,48.97,0.08,46.99,1.98
7/18/23,8:00,C2,34.2,34,2,TSZ-SAN,TSZ4,1212,4,1,predrought,predrought,54.08,50.81,48.9,0.08,46.99,1.91
7/18/23,8:00,C3,34.3,34,3,TSZ-SAN,TSZ4,1212,4,1,predrought,predrought,52.32,49.28,46.4,0.12,46.99,-0.59
7/18/23,8:00,C4,36.1,36,1,TSZ-SAN,TSZ7,1212,3,1,predrought,predrought,53.33,51.06,49.23,0.09,46.99,2.24
7/18/23,8:00,C5,36.2,36,2,TSZ-SAN,TSZ7,1212,3,1,predrought,predrought,56.11,51.06,49.6,0.08,46.99,2.61
7/18/23,8:00,C6,36.3,36,3,TSZ-SAN,TSZ7,1212,3,1,predrought,predrought,52.82,49.03,44.26,0.19,46.99,-2.73
7/18/23,8:00,D1,37.1,37,1,TSZ-SAN,TSZ7,1212,4,1,predrought,predrought,53.08,48.01,45.88,0.2,46.99,-1.11
7/18/23,8:00,D2,37.2,37,2,TSZ-SAN,TSZ7,1212,4,1,predrought,predrought,53.08,50.3,48.89,0.05,46.99,1.9
7/18/23,8:00,D3,37.3,37,3,TSZ-SAN,TSZ7,1212,4,1,predrought,predrought,52.32,47,41.79,0.28,46.99,-5.2
7/18/23,10:00,B1,31.1,31,1,TSZ-SAN,TSZ3,1212,5,1,predrought,predrought,52.07,48.01,45.72,0.25,46.99,-1.27
7/18/23,10:00,B2,31.2,31,2,TSZ-SAN,TSZ3,1212,5,1,predrought,predrought,51.06,48.26,46.69,0.1,46.99,-0.3
7/18/23,10:00,B3,31.3,31,3,TSZ-SAN,TSZ3,1212,5,1,predrought,predrought,51.56,48.26,46.64,0.09,46.99,-0.35
7/18/23,10:00,B4,40.1,40,1,TSZ-SAN,TSZ8,1212,3,1,predrought,predrought,52.83,48.01,44.09,0.16,46.99,-2.9
7/18/23,10:00,B5,40.2,40,2,TSZ-SAN,TSZ8,1212,3,1,predrought,predrought,53.61,50.81,49.41,0.04,46.99,2.42
7/18/23,10:00,B6,40.3,40,3,TSZ-SAN,TSZ8,1212,3,1,predrought,predrought,53.86,51.06,49.45,0.07,46.99,2.46
7/18/23,12:00,B4,23.1,23,1,TSZ-SAN,TSZ1,1212,3,1,predrought,predrought,54.1,49.79,48.18,0.08,46.99,1.19
7/18/23,12:00,B5,23.2,23,2,TSZ-SAN,TSZ1,1212,3,1,predrought,predrought,53.84,50.55,49.46,0.08,46.99,2.47
7/18/23,12:00,B6,23.3,23,3,TSZ-SAN,TSZ1,1212,3,1,predrought,predrought,54.61,50.81,47.99,0.16,46.99,1
7/18/23,12:00,C1,33.1,33,1,TSZ-SAN,TSZ4,1212,2,1,predrought,predrought,53.84,51.07,49.9,0.08,46.99,2.91
7/18/23,12:00,C2,33.2,33,2,TSZ-SAN,TSZ4,1212,2,1,predrought,predrought,53.07,50.29,49.19,0.07,46.99,2.2
7/18/23,12:00,C3,33.3,33,3,TSZ-SAN,TSZ4,1212,2,1,predrought,predrought,53.07,50.29,49.08,0.08,46.99,2.09
7/18/23,12:00,C4,41.1,41,1,TSZ-SAN,TSZ10,1212,3,1,predrought,predrought,53.33,50.55,48.66,0.05,46.99,1.67
7/18/23,12:00,C5,41.2,41,2,TSZ-SAN,TSZ10,1212,3,1,predrought,predrought,53.58,51.07,49.62,0.05,46.99,2.63
7/18/23,12:00,C6,41.3,41,3,TSZ-SAN,TSZ10,1212,3,1,predrought,predrought,53.58,50.29,48.96,0.06,46.99,1.97
7/18/23,12:00,D1,42.1,42,1,TSZ-SAN,TSZ10,1212,4,1,predrought,predrought,52.33,49.54,47.93,0.08,46.99,0.94
7/18/23,12:00,D2,42.2,42,2,TSZ-SAN,TSZ10,1212,4,1,predrought,predrought,53.07,50.55,49.22,0.03,46.99,2.23
7/18/23,12:00,D3,42.3,42,3,TSZ-SAN,TSZ10,1212,4,1,predrought,predrought,53.58,50.55,49.1,0.06,46.99,2.11
8/28/23,18:00,B6,42.1,42,1,TSZ-SAN,TSZ10,1212,4,5,drought,drought.3,52.32,50.79,49.22,0.11,50.88,-1.66
8/28/23,18:00,C1,42.2,42,2,TSZ-SAN,TSZ10,1212,4,5,drought,drought.3,51.3,49.03,47.44,0.1,50.88,-3.44
8/28/23,18:00,C2,42.3,42,3,TSZ-SAN,TSZ10,1212,4,5,drought,drought.3,51.05,49.03,47.89,0.07,50.88,-2.99
8/28/23,18:00,C3,31.1,31,1,TSZ-SAN,TSZ3,1212,5,5,drought,drought.3,51.81,49.78,47.69,0.09,50.88,-3.19
8/28/23,18:00,C4,31.2,31,2,TSZ-SAN,TSZ3,1212,5,5,drought,drought.3,51.3,49.03,47.35,0.11,50.88,-3.53
8/29/23,9:45,B4,29.1,29,1,TSZ-SAN,TSZ3,1212,2,5,drought,drought.3,52.4,50.32,48.1,0.11,50.88,-2.78
8/29/23,9:45,B5,29.2,29,2,TSZ-SAN,TSZ3,1212,2,5,drought,drought.3,53.97,51.11,48.67,0.07,50.88,-2.21
8/29/23,9:45,E6,32.1,32,1,TSZ-SAN,TSZ4,1212,1,5,drought,drought.3,53.7,51.6,49.75,0.09,50.88,-1.13
8/29/23,9:45,F1,32.2,32,2,TSZ-SAN,TSZ4,1212,1,5,drought,drought.3,53.97,51.88,49.71,0.06,50.88,-1.17
8/29/23,9:45,F2,32.3,32,3,TSZ-SAN,TSZ4,1212,1,5,drought,drought.3,53.97,51.6,49.69,0.09,50.88,-1.19
8/29/23,9:45,G3,83.1,83,1,TSZ-SAN,TSZ7,1212,2,5,drought,drought.3,52.65,50.85,48.65,0.16,50.88,-2.23
8/29/23,9:45,G4,83.2,83,2,TSZ-SAN,TSZ7,1212,2,5,drought,drought.3,53.7,51.6,48.75,0.14,50.88,-2.13
8/29/23,11:30,A1,38.1,38,1,TSZ-SAN,TSZ8,1212,4,5,drought,drought.3,54.2,52.38,50.78,0.08,50.88,-0.1
8/29/23,11:30,A2,38.2,38,2,TSZ-SAN,TSZ8,1212,4,5,drought,drought.3,53.68,51.87,49.97,0.09,50.88,-0.91
8/29/23,11:30,A3,38.3,38,3,TSZ-SAN,TSZ8,1212,4,5,drought,drought.3,53.41,51.87,50.28,0.07,50.88,-0.6
8/29/23,11:30,C6,40.1,40,1,TSZ-SAN,TSZ8,1212,3,5,drought,drought.3,54.71,52.64,50.47,0.07,50.88,-0.41
8/29/23,11:30,D1,40.2,40,2,TSZ-SAN,TSZ8,1212,3,5,drought,drought.3,53.68,51.11,48.5,0.09,50.88,-2.38
8/29/23,11:30,D2,40.3,40,3,TSZ-SAN,TSZ8,1212,3,5,drought,drought.3,55.48,51.36,49.8,0.06,50.88,-1.08
8/29/23,11:30,D6,36.1,36,1,TSZ-SAN,TSZ7,1212,3,5,drought,drought.3,53.68,52.38,50.81,0.09,50.88,-0.07
8/29/23,11:30,E1,36.2,36,2,TSZ-SAN,TSZ7,1212,3,5,drought,drought.3,53.41,51.62,50.08,0.08,50.88,-0.8
8/29/23,11:30,E2,36.3,36,3,TSZ-SAN,TSZ7,1212,3,5,drought,drought.3,55.73,51.87,50.2,0.07,50.88,-0.68
8/29/23,11:30,G2,30.1,30,1,TSZ-SAN,TSZ3,1212,3,5,drought,drought.3,60.25,59.48,54.06,0.3,50.88,3.18
8/29/23,11:30,G3,30.2,30,2,TSZ-SAN,TSZ3,1212,3,5,drought,drought.3,60.25,53.15,47.09,0.31,50.88,-3.79
8/29/23,11:30,G4,30.3,30,3,TSZ-SAN,TSZ3,1212,3,5,drought,drought.3,60.25,51.11,48.9,0.07,50.88,-1.98
8/29/23,11:30,H5,34.1,34,1,TSZ-SAN,TSZ4,1212,4,5,drought,drought.3,59.48,53.41,51.01,0.09,50.88,0.13
8/29/23,11:30,H6,34.2,34,2,TSZ-SAN,TSZ4,1212,4,5,drought,drought.3,59.48,58.01,53.9,0.28,50.88,3.02
8/29/23,13:00,A1,34.3,34,3,TSZ-SAN,TSZ4,1212,4,5,drought,drought.3,52.95,50.09,48.44,0.05,50.88,-2.44
8/29/23,13:00,A5,21.1,21,1,TSZ-SAN,TSZ10,1212,1,5,drought,drought.3,53.45,51.63,49.99,0.07,50.88,-0.89
8/29/23,13:00,A6,21.2,21,2,TSZ-SAN,TSZ10,1212,1,5,drought,drought.3,53.2,50.87,48.87,0.09,50.88,-2.01
8/29/23,13:00,B1,21.3,21,3,TSZ-SAN,TSZ10,1212,1,5,drought,drought.3,55.01,52.15,49.96,0.09,50.88,-0.92
8/29/23,13:00,B2,37.1,37,1,TSZ-SAN,TSZ7,1212,4,5,drought,drought.3,53.71,52.42,50.87,0.08,50.88,-0.01
8/29/23,13:00,B3,37.2,37,2,TSZ-SAN,TSZ7,1212,4,5,drought,drought.3,54.49,52.68,51.74,0.1,50.88,0.86
8/29/23,13:00,B4,37.3,37,3,TSZ-SAN,TSZ7,1212,4,5,drought,drought.3,55.25,52.42,50.85,0.1,50.88,-0.03
8/30/23,10:00,B1,33.1,33,1,TSZ-SAN,TSZ4,1212,2,5,drought,drought.3,54.57,52,49.24,0.08,50.88,-1.64
8/30/23,10:00,B2,33.2,33,2,TSZ-SAN,TSZ4,1212,2,5,drought,drought.3,54.32,51.47,48.37,0.14,50.88,-2.51
8/30/23,10:00,B3,33.3,33,3,TSZ-SAN,TSZ4,1212,2,5,drought,drought.3,55.88,52.25,50.07,0.1,50.88,-0.81
8/30/23,10:00,B4,39.1,39,1,TSZ-SAN,TSZ8,1212,5,5,drought,drought.3,55.63,53.28,49.81,0.14,50.88,-1.07
8/30/23,10:00,B5,39.2,39,2,TSZ-SAN,TSZ8,1212,5,5,drought,drought.3,55.63,50.43,48.6,0.13,50.88,-2.28
8/30/23,10:00,B6,39.3,39,3,TSZ-SAN,TSZ8,1212,5,5,drought,drought.3,54.84,52.25,50.29,0.1,50.88,-0.59
8/30/23,10:00,C1,41.1,41,1,TSZ-SAN,TSZ10,1212,3,5,drought,drought.3,54.08,52.25,50.26,0.08,50.88,-0.62
8/30/23,10:00,C2,41.2,41,2,TSZ-SAN,TSZ10,1212,3,5,drought,drought.3,53.54,50.69,47.71,0.08,50.88,-3.17
8/30/23,10:00,C3,41.3,41,3,TSZ-SAN,TSZ10,1212,3,5,drought,drought.3,53.54,49.67,47.72,0.09,50.88,-3.16
9/21/23,12:30,D1,42.1,42,1,TSZ-SAN,TSZ10,1212,4,7,postdrought,postdrought,49.1,46.25,44.68,0.14,38.97,5.71
9/21/23,12:30,D2,42.2,42,2,TSZ-SAN,TSZ10,1212,4,7,postdrought,postdrought,50.91,48.32,46.63,0.05,38.97,7.66
9/21/23,12:30,D3,42.3,42,3,TSZ-SAN,TSZ10,1212,4,7,postdrought,postdrought,50.39,47.27,45.81,0.06,38.97,6.84
9/21/23,12:30,D4,33.1,33,1,TSZ-SAN,TSZ4,1212,2,7,postdrought,postdrought,51.93,49.37,48.01,0.04,38.97,9.04
9/21/23,12:30,D5,33.2,33,2,TSZ-SAN,TSZ4,1212,2,7,postdrought,postdrought,51.67,49.1,48.14,0.06,38.97,9.17
9/21/23,12:30,F1,41.1,41,1,TSZ-SAN,TSZ10,1212,3,7,postdrought,postdrought,51.93,48.32,46.69,0.1,38.97,7.72
9/21/23,12:30,F2,41.2,41,2,TSZ-SAN,TSZ10,1212,3,7,postdrought,postdrought,51.93,49.1,46.96,0.05,38.97,7.99
9/21/23,12:30,F3,41.3,41,3,TSZ-SAN,TSZ10,1212,3,7,postdrought,postdrought,51.42,48.32,46.48,0.05,38.97,7.51
9/21/23,12:30,H1,39.1,39,1,TSZ-SAN,TSZ8,1212,5,7,postdrought,postdrought,53.48,50.39,48.4,0.09,38.97,9.43
9/21/23,12:30,H2,39.2,39,2,TSZ-SAN,TSZ8,1212,5,7,postdrought,postdrought,50.65,48.32,46.75,0.05,38.97,7.78
9/21/23,12:30,H3,39.3,39,3,TSZ-SAN,TSZ8,1212,5,7,postdrought,postdrought,54.27,49.88,48.39,0.05,38.97,9.42
9/22/23,10:45,A1,33.4,33,4,TSZ-SAN,TSZ4,1212,2,7,postdrought,postdrought,54.47,52.15,49.99,0.08,38.97,11.02
9/22/23,10:45,F4,38.1,38,1,TSZ-SAN,TSZ8,1212,4,7,postdrought,postdrought,52.15,49.57,47.92,0.07,38.97,8.95
9/22/23,10:45,F5,38.2,38,2,TSZ-SAN,TSZ8,1212,4,7,postdrought,postdrought,51.89,49.57,47.62,0.07,38.97,8.65
9/22/23,10:45,F6,38.3,38,3,TSZ-SAN,TSZ8,1212,4,7,postdrought,postdrought,53.16,50.88,48.68,0.09,38.97,9.71
9/22/23,10:45,H1,83.1,83,1,TSZ-SAN,TSZ7,1212,2,7,postdrought,postdrought,56.2,50.34,48.66,0.06,38.97,9.69
9/22/23,10:45,H3,83.3,83,3,TSZ-SAN,TSZ7,1212,2,7,postdrought,postdrought,53.42,50.61,48.71,0.06,38.97,9.74
9/22/23,10:45,H4,29.1,29,1,TSZ-SAN,TSZ3,1212,2,7,postdrought,postdrought,54.73,51.13,48.96,0.06,38.97,9.99
9/22/23,10:45,H5,29.2,29,2,TSZ-SAN,TSZ3,1212,2,7,postdrought,postdrought,52.66,50.61,49,0.04,38.97,10.03
9/22/23,10:45,H6,29.3,29,3,TSZ-SAN,TSZ3,1212,2,7,postdrought,postdrought,54.21,51.13,48.91,0.1,38.97,9.94
9/22/23,12:40,C1,32.1,32,1,TSZ-SAN,TSZ4,1212,1,7,postdrought,postdrought,53.72,50.35,48.63,0.05,38.97,9.66
9/22/23,12:40,C2,32.2,32,2,TSZ-SAN,TSZ4,1212,1,7,postdrought,postdrought,52.15,49.31,47.61,0.05,38.97,8.64
9/22/23,12:40,C3,32.3,32,3,TSZ-SAN,TSZ4,1212,1,7,postdrought,postdrought,53.72,50.1,47.92,0.07,38.97,8.95
9/22/23,12:40,F4,21.1,21,1,TSZ-SAN,TSZ10,1212,1,7,postdrought,postdrought,52.93,50.35,48.44,0.08,38.97,9.47
9/22/23,12:40,F5,21.2,21,2,TSZ-SAN,TSZ10,1212,1,7,postdrought,postdrought,52.93,50.1,48.4,0.06,38.97,9.43
9/22/23,12:40,F6,21.3,21,3,TSZ-SAN,TSZ10,1212,1,7,postdrought,postdrought,53.98,50.35,48.39,0.05,38.97,9.42
9/22/23,12:40,G1,37.1,37,1,TSZ-SAN,TSZ7,1212,4,7,postdrought,postdrought,55.24,50.35,48.18,0.05,38.97,9.21
9/22/23,12:40,G2,37.2,37,2,TSZ-SAN,TSZ7,1212,4,7,postdrought,postdrought,52.15,49.57,47.39,0.09,38.97,8.42
9/22/23,12:40,G3,37.3,37,3,TSZ-SAN,TSZ7,1212,4,7,postdrought,postdrought,52.4,49.57,47.68,0.07,38.97,8.71
9/22/23,12:40,H1,34.1,34,1,TSZ-SAN,TSZ4,1212,4,7,postdrought,postdrought,54.23,50.87,49.22,0.06,38.97,10.25
9/22/23,12:40,H2,34.2,34,2,TSZ-SAN,TSZ4,1212,4,7,postdrought,postdrought,53.72,49.57,47.42,0.06,38.97,8.45
9/22/23,12:40,H3,34.3,34,3,TSZ-SAN,TSZ4,1212,4,7,postdrought,postdrought,52.4,49.84,47.65,0.08,38.97,8.68
9/22/23,12:40,H4,30.1,30,1,TSZ-SAN,TSZ3,1212,3,7,postdrought,postdrought,52.93,50.1,48.74,0.04,38.97,9.77
9/22/23,12:40,H5,30.2,30,2,TSZ-SAN,TSZ3,1212,3,7,postdrought,postdrought,51.62,48.54,46.93,0.05,38.97,7.96
9/22/23,12:40,H6,30.3,30,3,TSZ-SAN,TSZ3,1212,3,7,postdrought,postdrought,53.72,50.87,49.67,0.05,38.97,10.7
9/22/23,14:55,A2,36.2,36,2,TSZ-SAN,TSZ7,1212,3,7,postdrought,postdrought,53.19,49.84,48.46,0.09,38.97,9.49
9/22/23,14:55,A3,36.3,36,3,TSZ-SAN,TSZ7,1212,3,7,postdrought,postdrought,51.64,49.58,48.37,0.05,38.97,9.4
9/22/23,14:55,D1,31.1,31,1,TSZ-SAN,TSZ3,1212,5,7,postdrought,postdrought,52.93,50.36,48.66,0.05,38.97,9.69
9/22/23,14:55,D2,31.2,31,2,TSZ-SAN,TSZ3,1212,5,7,postdrought,postdrought,51.64,49.06,47.43,0.06,38.97,8.46
9/22/23,14:55,D3,31.3,31,3,TSZ-SAN,TSZ3,1212,5,7,postdrought,postdrought,53.45,49.06,47.45,0.05,38.97,8.48
9/22/23,14:55,E4,40.1,40,1,TSZ-SAN,TSZ8,1212,3,7,postdrought,postdrought,52.42,50.1,48.5,0.06,38.97,9.53
9/22/23,14:55,E5,40.2,40,2,TSZ-SAN,TSZ8,1212,3,7,postdrought,postdrought,53.19,50.1,48.49,0.05,38.97,9.52
9/22/23,14:55,E6,40.3,40,3,TSZ-SAN,TSZ8,1212,3,7,postdrought,postdrought,51.64,49.84,48.16,0.06,38.97,9.19